Frame,V0,V1,V2,V3,V4,V5,V6,V7,V8
37,156.23792004243828,19.33725742669753,4.159885706018518,106.24044560185185,1.723633777006173,168.37429928626543,138.12381655092594,144.30674816743826,112.52030574845679
38,156.1301027199074,19.367665895061727,4.2251032021604935,106.24108796296296,1.7236260609567902,168.6565518904321,138.124704378858,144.31332079475308,112.5060971257716
39,156.08581983024692,19.36935474537037,4.3055753279320985,106.21077932098765,1.723633777006173,168.2187152777778,138.23713204089506,144.3037138310185,112.5031143904321
40,156.16448398919752,19.353751929012347,4.358518518518519,106.24895013503087,1.7236323302469136,168.0762287808642,138.2520167824074,144.27782118055555,112.55321759259259
41,156.16996672453703,19.33253665123457,4.476089409722222,106.28304253472223,1.723633777006173,167.75762586805556,138.10205825617285,144.28493296682097,112.55429976851852
42,156.24255497685186,19.30875144675926,4.507113715277778,106.32797164351852,1.7236260609567902,167.63261188271605,138.1308342978395,144.30529947916668,112.53358121141976
43,156.05748119212964,19.19743537808642,4.615588348765432,106.32639274691358,1.723633777006173,167.5950139853395,138.38430266203704,144.30943624614198,112.57537471064815
44,156.21233024691358,19.1972940779321,4.6416888503086415,106.31393952546296,1.7236323302469136,167.98865210262346,138.40604166666665,144.29929880401235,112.58151234567902
45,156.139520158179,19.199168595679012,4.717385223765432,106.29838107638889,1.723633777006173,167.75713059413582,138.38930941358024,144.28696662808642,112.59916087962964
46,156.10126591435184,19.17453944830247,4.8065393518518515,106.30134162808642,1.7236260609567902,168.2549749228395,138.47843315972221,144.30032841435184,112.62683690200618
47,156.16077883873456,19.159724633487656,4.871062403549383,106.44132619598766,1.723633777006173,167.8378448109568,138.49517891589505,144.35129774305557,112.63010127314814
48,156.09651089891975,19.175583043981483,4.989828800154321,106.49929591049383,1.7236323302469136,167.94023341049382,138.46667920524692,144.32148389274693,112.62892939814814
49,156.19763937114197,19.187825520833332,5.022828896604938,106.52913869598765,1.723633777006173,167.8933164544753,138.60748119212963,144.3017182677469,112.64216820987654
50,156.13172164351852,19.20114728009259,5.104637345679012,106.53998505015431,1.7236260609567902,167.7104224537037,138.63694444444445,144.32260898919753,112.65311005015432
51,156.19439187885803,19.23295765817901,5.201188753858025,106.53136911651235,1.723633777006173,168.06326774691357,138.608649691358,144.3155256558642,112.6406640625
52,156.05288917824075,19.256685956790122,5.276874035493827,106.49481915509259,1.7236323302469136,167.56340326003087,138.48354263117284,144.32476128472223,113.08765962577161
53,156.1963030478395,19.295850694444443,5.355331790123457,106.52005063657407,1.723633777006173,167.70732156635802,138.48590518904322,144.32683738425925,113.07788821373457
54,156.09087143132717,19.26331645447531,5.453948688271605,106.4772087191358,1.7236260609567902,167.68910638503087,138.47942226080247,144.32255063657408,113.0629258294753
55,156.07857349537036,19.181414930555555,5.53393856095679,106.41146556712962,1.723633777006173,167.55847125771604,138.62032021604938,144.30810763888888,113.08126350308642
56,156.09817081404321,19.04854890046296,5.617416087962963,106.29164592978395,1.7236323302469136,167.86150462962962,138.62019338348765,144.24769434799381,113.0769603587963
57,156.1037996720679,18.96679832175926,5.710383391203703,106.30062307098765,1.723633777006173,168.10374373070988,138.5912427662037,144.23685570987655,113.0443287037037
58,156.09497251157407,18.83789207175926,5.795638020833334,106.28074266975308,1.7236260609567902,168.07830054012345,138.50962432484567,144.2372477816358,113.04873215663581
59,156.0556785300926,18.818843557098766,5.884814332561729,106.40688657407408,1.723633777006173,168.35315489969136,138.5113773148148,144.30237991898147,113.04453703703703
60,156.03707079475308,18.80866657021605,5.979753086419753,106.28478973765432,1.7236323302469136,168.53445891203702,138.5022940779321,144.31598331404322,113.01726321373457
61,156.14894579475308,18.756207561728395,6.072412712191358,106.27673514660493,1.723633777006173,168.47350742669752,138.5046021412037,144.30573688271605,113.02049527391975
62,156.0758024691358,83.00540750385802,6.177596932870371,106.27459346064815,1.7236260609567902,168.87311921296296,138.47176359953704,144.32417390046297,112.99021026234568
63,156.1363806905864,82.8368041087963,6.285426311728395,106.25377989969135,1.723633777006173,168.47133439429012,138.5080430169753,144.3374922839506,112.97987172067901
64,156.0540350115741,82.77680555555555,6.388835358796296,106.22363329475309,1.7236323302469136,168.66784336419752,138.50829668209877,144.334559220679,112.97717158564815
65,156.0453978587963,110.36508921682099,6.485534818672839,106.20289882330248,1.723633777006173,168.7354335455247,138.51036410108026,144.3375607638889,112.9687895447531
66,156.05780478395062,110.4137427662037,6.586701388888889,106.3469955632716,1.7236260609567902,168.62148341049382,138.48659336419752,144.34011766975308,112.87990692515432
67,156.05709201388888,110.2203515625,6.6900993441358025,106.32827787422839,1.7235112847222223,168.80484519675926,138.54306568287038,144.34020978009258,112.90028597608024
68,156.12992380401235,170.98276186342594,6.771733699845679,106.31215615354938,1.7233540702160495,168.8196518132716,138.5147873263889,144.33109471450618,112.8499927662037
69,156.03503279320987,170.6730290316358,6.863564814814815,106.29508487654321,1.723158275462963,168.7514207175926,138.52273823302468,144.32933159722222,112.84379822530865
70,156.0387673611111,170.4356143904321,6.958703221450618,106.27391396604938,1.7232561728395062,168.73102478780865,138.47043740354937,144.3320100308642,112.84651668595679
71,156.09964506172838,169.93200810185186,7.037504340277778,106.26897569444445,1.7232537615740742,168.60167727623457,138.52734278549383,144.30711516203704,112.84108796296296
72,156.13897762345678,169.64270061728396,7.056673900462963,106.26153645833334,1.7232436342592592,168.34300154320988,138.48786699459876,144.31058352623458,112.78155478395061
73,156.12072193287037,169.33019724151234,7.082302276234568,106.29199074074074,1.7232445987654321,168.68570891203703,138.50797116126543,144.31220341435184,112.77892216435185
74,156.06433883101852,169.31321325231482,7.079752121913581,106.30144917052469,1.7232465277777778,168.8197294560185,138.45574315200616,144.32854214891975,112.75053385416666
75,156.078125,169.26854166666666,7.112222222222222,106.27371190200617,1.7232445987654321,168.768817033179,138.59225019290125,144.3411612654321,112.7292221257716
76,156.04625241126544,169.2773722029321,7.105322145061728,106.26908516589506,1.7232445987654321,169.33847559799383,138.57773244598766,144.36521797839507,112.72038773148148
77,156.09086419753086,168.9182499035494,7.112387635030864,106.28968364197532,1.7232445987654321,169.02484519675926,138.29757330246915,144.35760223765433,112.7060474537037
78,156.09753761574075,167.9873760609568,7.12439380787037,106.28567660108024,1.7232465277777778,169.56507233796296,138.26166136188272,144.36043209876544,112.7023577353395
79,156.12922791280863,167.6747265625,7.1278843557098766,106.31112461419752,1.7232286844135802,169.16891830632716,138.58039496527778,144.37971305941358,112.70672887731482
80,156.04821228780864,167.2350429205247,7.1557576195987656,106.31203414351852,1.7229600694444445,169.25447723765433,138.6017901234568,144.37961805555557,112.69597029320988
81,156.2508767361111,166.97033950617285,7.1516444830246915,106.32059076003087,1.6174874614197532,169.2427281057099,138.58752025462962,144.37836516203703,112.6268074845679
82,156.06015046296295,165.06020495756172,7.182100694444444,106.32129581404321,1.613301986882716,169.08217062114198,138.58725308641976,144.3903264853395,112.63649402006173
83,156.10612075617283,158.93828173225307,7.180545910493827,106.31369984567901,1.5024681712962964,169.35456838348765,138.60260127314814,144.39259018132717,112.55616319444445
84,156.05855227623456,154.5537360146605,7.190724344135803,106.31014467592593,1.3844159915123457,169.43503616898147,138.59603780864197,144.38894386574074,112.5767862654321
85,156.0984225501543,156.9228829089506,7.209537519290124,106.30687789351852,1.2729706790123456,169.38167100694446,138.45289544753086,144.36060233410493,112.581746720679
86,156.0578554205247,158.7767934992284,7.209496527777778,106.28820167824074,1.152033661265432,169.62639612268518,138.43279706790125,144.3566975308642,112.59299479166667
87,156.05807098765433,159.39193624614197,7.249188850308642,106.28859953703704,1.152033661265432,169.8368778935185,138.43567563657408,144.34623312114198,112.58710551697531
88,156.05572964891977,176.95073350694443,7.241463638117284,106.26633005401234,1.0195958719135803,169.72719859182098,138.4000462962963,144.3589028742284,112.5990870949074
89,156.05393952546297,177.6627695794753,7.266135223765432,106.23154996141976,0.9137596450617284,170.12318383487656,138.39974006558643,144.3552695794753,112.59911747685184
90,156.05415653935185,178.03671875,7.259921875,106.23353395061729,0.8010223765432098,170.28117669753087,138.38764371141974,144.3535079089506,112.59985339506173
91,156.05986304012345,180.02631124614197,7.291633391203704,106.219140625,0.6935841049382716,170.1722130594136,138.35736930941357,144.36634403935184,112.6130787037037
92,156.05945553626543,180.2619039351852,7.289549093364197,106.2138671875,0.6766806520061729,170.3939670138889,138.38404417438272,144.37732542438272,112.61337528935185
93,156.08334056712962,180.3091015625,7.311072048611111,106.2395736882716,0.5784124228395062,170.42889371141976,138.38549479166667,144.37992814429012,112.60949266975308
94,156.06528886959876,180.5225998263889,7.299077932098766,106.20357349537036,0.45698591820987655,170.34429735725308,138.39462480709878,144.38525752314814,112.62005353009259
95,156.08359616126543,180.8042578125,7.324456500771605,106.14101948302469,0.34966772762345677,170.53613329475309,138.3550954861111,144.38939429012345,112.61423418209877
96,156.0607807677469,180.91926263503086,7.318076292438271,106.16425925925925,0.23473042052469137,170.57232687114197,138.45417727623456,144.38931712962963,112.56758294753087
97,156.09230806327162,181.06749517746914,7.322870370370371,106.33412374614197,0.2301461226851852,170.46139515817902,138.40896122685186,144.37376543209876,112.5911930941358
98,156.09382330246913,180.97823398919752,7.345732542438272,106.41944782021605,0.11568479938271604,170.7419565007716,138.42571711033952,144.3700250771605,112.57531684027778
99,156.1156814236111,180.9098543595679,7.338837770061728,106.39805844907407,0.0,170.5536511381173,138.3436646412037,144.3672511574074,112.52349006558642
100,156.0913667052469,180.73282407407407,7.35850887345679,106.39450906635803,0.0,170.59738474151234,138.41569540895063,144.38346450617283,112.51975019290123
101,155.98509693287036,180.46690923996914,7.354245273919753,106.31875482253086,0.0,170.21932725694444,138.38282069830248,144.38226417824075,112.5183772183642
102,156.0568793402778,180.29336082175925,7.3821928047839505,106.32999083719136,0.0,170.6407388117284,138.40629195601852,144.39258825231482,112.45926070601851
103,156.03109375,179.96873746141975,7.3699083719135805,106.37622010030864,0.0,170.38745611496913,138.34788773148148,144.38632282021604,112.49772183641976
104,156.0293320794753,180.03207417052468,7.392576678240741,106.39535686728395,0.0,170.8157634066358,138.55989776234568,144.39918740354938,112.49247154706791
105,156.0082706404321,180.05698350694445,7.386542727623457,106.4566054205247,0.0,170.3239911265432,138.5059196566358,144.4263532021605,112.50144724151235
106,156.03105999228396,179.87939429012346,7.402469135802469,106.48907841435185,0.0,170.5483381558642,138.56065586419754,144.4311361882716,112.56749710648148
107,156.03010368441358,179.76188319830246,7.399042727623457,106.52787422839506,0.0,170.68693769290124,138.36648871527777,144.4586289544753,112.62809220679013
108,156.02195746527778,179.6532204861111,7.428877797067901,106.63568769290123,0.0,170.53649257330247,138.56624228395063,144.5042963927469,112.63431037808643
109,156.01232108410494,179.489402970679,7.414983121141975,106.64591531635803,3.1668774112654323,170.5639559220679,138.53896701388888,144.53463107638888,112.67176263503086
110,156.0058738425926,179.54320650077162,7.436466049382716,106.68994888117284,6.6025188078703705,170.40179108796298,138.58971739969135,144.56128231095678,112.6755434992284
111,155.9605107060185,179.60970100308643,7.425105613425926,106.70610194830248,10.52473042052469,170.11914110725309,138.58572000385803,144.58920717592594,112.6775496720679
112,155.9680825617284,179.51799961419752,7.452659625771605,106.77463541666667,10.52569106867284,170.2065909529321,138.75191936728396,144.61802420910493,112.80871913580246
113,155.91757667824075,179.5567009066358,7.449709201388889,106.74128472222222,14.402831790123457,170.17802035108025,138.76564959490742,144.6371662808642,112.87775414737655
114,155.89321614583332,179.4733029513889,7.466690297067902,106.73200376157408,17.813464988425928,169.98939187885802,138.73374035493828,144.63805652006172,112.90619839891976
115,155.9103125,179.4129827353395,7.453570119598766,106.6901847029321,21.58805507330247,170.4884481095679,138.54958719135803,144.6471378279321,112.94559413580247
116,155.93377266589505,179.463175154321,7.462984182098765,106.52075327932099,25.062983699845677,170.092751253858,138.53044945987654,144.65389612268518,112.94119261188271
117,155.92944347993827,179.3390943287037,7.480075231481481,106.49076292438272,25.06901813271605,170.23263888888889,138.59845486111112,144.67857831790124,112.96866657021604
118,155.92800829475308,179.50507908950618,7.484222608024691,106.45331500771604,29.176482445987656,170.3348191550926,138.5902589699074,144.68417100694444,112.99112702546296
119,155.95695794753087,179.4063884066358,7.500485146604938,106.41863425925926,32.403472704475305,170.246171875,138.54771749614198,144.6926494984568,112.99634837962962
120,155.95133101851852,179.25543016975308,7.49255111882716,106.34080198688271,36.72328414351852,170.61797646604938,138.53836419753085,144.71122781635802,112.99838541666666
121,155.96300684799382,178.9701596257716,7.5091753472222225,106.30592592592592,39.91181857638889,170.30063802083333,138.5810619212963,144.71112075617285,113.02589602623456
122,155.92780960648147,178.8134587191358,7.505306712962963,106.29162567515432,39.91320698302469,170.46507378472222,138.57564959490742,144.7085440779321,113.03789303626543
123,155.93325954861112,178.58280044367285,8.414990354938272,106.22639226466049,44.198237847222224,170.39446855709878,138.54908468364198,144.7048476080247,113.04562885802468
124,156.031975308642,178.5679943094136,9.740359278549382,106.18769627700617,47.49696614583333,170.16640480324074,138.545602816358,144.70705584490742,113.05403308256173
125,155.93914641203705,178.55914158950617,11.095423900462963,106.17184847608024,51.56926311728395,170.25180555555556,138.62769386574075,144.70078414351852,113.0110580632716
126,155.93961516203703,178.5534061535494,12.448959297839506,106.10119405864198,54.6740837191358,170.28289882330247,138.6132175925926,144.67607011959876,112.91973234953704
127,155.99051263503085,178.65855661651236,14.050245466820988,106.09047935956791,54.67441792052469,170.1794347993827,138.62450954861112,144.6614568865741,112.91337818287037
128,155.98916473765433,178.4777584876543,15.65413387345679,106.04658516589507,59.440939429012346,170.71703414351853,138.50064573688272,144.6462003279321,112.88613763503086
129,155.99007860725308,178.61581500771604,17.2022159529321,106.02643036265432,63.367851080246915,170.30803096064815,138.50755835262345,144.6577136381173,112.84650655864198
130,155.95078993055554,178.72844955632715,19.02998505015432,105.80032937885802,66.62990162037038,170.72685522762345,138.58787471064815,144.64559172453704,112.85725260416666
131,155.95049334490741,178.63948736496914,20.869785397376543,105.81713445216049,69.90615306712964,170.19184027777777,138.5888493441358,144.62762683256173,112.8831356095679
132,155.962901716821,178.6064274691358,22.594957079475307,105.78366512345679,69.90353153935185,170.34537422839506,138.46356143904322,144.61451822916666,112.82614101080247
133,155.93170958719136,179.01923948688273,24.635426311728395,105.72978636188272,73.89935329861112,170.37303722993826,138.64461082175927,144.61377748842594,112.88347608024691
134,155.92234567901235,179.38657407407408,26.717035108024692,105.72835358796296,77.42348138503087,170.2686964699074,138.6348794367284,144.61476803626545,112.94816936728395
135,155.9231847993827,179.5113204089506,28.635310088734567,105.68415364583333,81.24228250385802,170.5584688464506,138.6350954861111,144.59826533564814,113.00868730709877
136,155.95035879629629,179.52216097608024,30.900606674382715,105.69163869598765,84.33013744212963,170.32355275848766,138.45202594521604,144.59135561342592,113.12657600308641
137,155.93831886574074,179.52789882330248,32.991466049382716,105.68598765432098,84.37734905478395,170.45651089891976,138.55011236496912,144.59982976466048,113.225597029321
138,155.92569492669753,179.60644724151234,35.05286844135802,105.65756221064815,88.24737557870371,170.46918209876543,138.5303872492284,144.6008945794753,113.33692274305555
139,155.94607397762346,179.48858748070987,37.55347029320988,105.61285108024691,91.5272014853395,170.34938464506172,138.52557050540125,144.59138213734568,113.4206992669753
140,155.9596802662037,179.49927420910493,39.747447916666665,105.55924864969136,95.86361930941358,170.39730034722223,138.46121527777777,144.6000853587963,113.49337287808642
141,156.01962094907407,179.58161844135802,42.14800154320988,105.56661458333333,99.49847173996913,170.34638310185184,138.53577980324073,144.6105854552469,113.50232976466049
142,155.93938078703704,179.67374180169753,44.579041280864196,105.60316454475308,99.51949122299382,170.1743007330247,138.5791333912037,144.61499855324075,113.66187017746914
143,155.9220138888889,180.04122251157406,47.13259211033951,105.56823591820988,102.54407166280865,170.2637432484568,138.58892650462963,144.58938753858024,113.76440441743827
144,155.94470389660495,180.13758825231483,49.57504918981481,105.56364245756173,106.59385561342593,170.3290808256173,138.58109616126544,144.58852816358024,113.87831163194444
145,155.94342592592594,180.30911361882715,52.18289544753087,105.55401186342593,109.94554735725309,170.2136149691358,138.61564766589507,144.5817013888889,114.01413483796296
146,155.94198013117284,180.4519140625,54.968811246141975,105.59041714891976,113.95861207561728,170.51248697916665,138.62568383487655,144.60772907021604,114.09080777391975
147,155.9255647183642,180.50728539737653,57.826001157407404,105.59683015046296,113.9559977816358,170.14169560185186,138.61540075231483,144.60473476080247,114.12275318287037
148,155.93554735725309,180.63845486111111,60.587290702160495,105.60130497685185,117.10146363811728,170.59146508487655,138.61793740354938,144.5958309220679,114.19165605709877
149,155.93268373842594,180.69860243055555,63.57537037037037,105.80516830632716,120.95329427083334,170.36069733796296,138.59823543595678,144.6013744212963,114.21086564429012
150,155.9309944058642,180.67225308641974,66.47046923225308,105.74297260802469,125.03423804012345,170.45841772762347,138.61314766589507,144.60397521219136,114.28220389660494
151,155.92179157021604,180.63716049382717,69.41107445987655,105.61963541666667,128.78976707175926,170.37841386959877,138.6095172646605,144.6033024691358,114.33231433256172
152,155.93468267746914,180.58243682484567,72.34116030092592,105.63342351466049,128.8249156057099,170.2750173611111,138.60402150848765,144.6015412808642,114.31590567129629
153,155.97343991126544,180.54639226466048,74.86868344907407,105.66691261574074,132.6877907986111,170.43839650848764,138.56438657407406,144.60313030478395,114.30149739583334
154,155.9753665123457,180.52189284336418,77.50254484953703,105.68804591049383,135.69252025462964,170.47688030478395,138.57327112268518,144.6008304398148,114.2891724537037
155,155.97244068287037,180.42971016589507,79.83412567515433,105.71662085262345,135.80154272762346,170.3634804205247,138.57267168209876,144.59133101851853,114.25217881944444
156,155.99502748842593,180.31783902391976,82.18777391975308,105.73779658564816,135.82442370756172,170.41007908950618,138.56921971450618,144.5925207368827,114.19916763117284
157,155.99330873842592,180.2871981095679,84.71071035879629,105.99776813271605,135.84397858796297,170.4593499228395,138.56523196373456,144.5868571566358,114.22721739969136
158,155.9902734375,180.14555603780863,86.90010127314815,106.00921971450617,135.8191763117284,170.46615596064814,138.56549430941357,144.59444637345678,114.10909288194445
159,155.9529263117284,180.07690152391976,89.36521556712962,105.93841435185185,135.86552710262345,170.42884789737656,138.56626253858025,144.58708526234568,114.05571759259259
160,155.96971691743826,180.0004865933642,90.63690779320987,105.92785927854938,135.85689814814816,170.04350308641975,138.60684751157407,144.58465084876542,114.04505353009259
161,156.05278260030863,179.8404836998457,139.54779899691357,105.9384977816358,135.86384837962962,170.09720196759258,138.31777970679013,144.57434413580248,113.92363425925926
162,155.9883844521605,179.7853665123457,139.4741830632716,105.89704861111112,135.8488811728395,170.09524209104939,138.43475260416668,144.58344569830246,113.83273003472222
163,155.97684944058642,179.60492332175926,139.43859953703705,105.88756172839506,135.88828414351852,169.93301311728396,138.39132957175926,144.5794063464506,113.91148341049383
164,155.98985435956791,179.50273196373456,139.65422309027778,105.88572723765432,135.88620129243827,170.08415557484568,138.20013117283952,144.58313078703705,113.89132282021605
165,155.99396604938272,179.45998697916667,139.36806037808643,105.86913435570987,135.89220244984568,169.9643465470679,138.13863618827162,144.57850790895063,113.87632137345679
166,155.98904562114197,179.47675443672838,139.46018277391974,105.87166666666667,135.87970437885804,169.93214216820988,138.2283772183642,144.58431954089505,113.93818045910494
167,155.9310194830247,179.4676244212963,139.73600790895063,105.87550443672839,135.98401475694445,169.78153501157408,138.22675250771604,144.58497926311728,113.98401572145062
168,155.936774691358,179.52547116126544,139.54006944444444,105.88276186342593,136.1218995949074,169.86338300540123,138.22096450617283,144.58522569444443,114.0077951388889
169,156.0179827353395,179.4530936535494,139.554307966821,105.89306134259259,136.28612798996915,169.90676697530864,138.0476273148148,144.58589650848765,114.0452131558642
170,155.96538966049383,179.40133728780864,139.85304108796296,105.88972415123457,136.27143422067903,169.85131510416667,138.10536410108026,144.60025993441357,114.03839457947531
171,155.96382571373456,179.35576340663582,139.6514462770062,105.89920717592592,136.28082658179014,169.8742476851852,138.0929267939815,144.6041792052469,114.07157455632716
172,155.9362037037037,179.27433015046296,139.61523292824074,105.91879099151235,136.3317640817901,169.89457995756172,138.08762104552468,144.60541087962963,114.15295524691358
173,155.9431708140432,178.66776186342594,139.89612798996913,105.90239776234569,136.30927806712964,169.8703621720679,138.0308521412037,144.6093812692901,114.15545331790123
174,155.94350356867284,177.87769820601852,139.6671378279321,105.89193238811728,136.36556278935186,169.9258376736111,137.9327657214506,144.61825327932098,114.21593074845678
175,155.93366657021605,175.63027199074074,139.68341869212964,105.86267939814815,136.3544574652778,169.9011000192901,137.99625241126543,144.6221339699074,114.24351948302468
176,155.92486593364197,172.6304899691358,139.85873119212962,105.94268422067901,136.3728650655864,169.8303655478395,137.97600260416667,144.62481577932098,114.19347897376544
177,155.9339101080247,169.35879726080248,139.62289978780865,105.89754918981481,136.34670621141976,170.25749180169754,137.96795283564813,144.6303727816358,114.2464453125
178,155.96297743055555,167.35345293209878,139.71577835648148,105.84386284722223,136.37905092592592,170.05362654320987,137.97503231095678,144.63640673225308,114.31095775462963
179,155.96276089891975,173.46138937114196,139.98770399305556,105.84628423996914,136.3715060763889,170.17448591820988,138.02646074459878,144.65630594135803,114.33832272376543
180,155.9534837962963,173.39959972993827,139.72736255787038,105.84147858796297,136.38559076003085,170.2235083912037,138.01703993055557,144.66147858796296,114.33877266589506
181,155.9979933449074,174.59327305169754,139.9595707947531,105.83006655092592,136.37097077546295,170.1376774691358,138.00012635030865,144.66730661651235,114.35399450231482
182,156.00267119984568,173.05216145833333,139.83465518904322,105.82728250385803,136.366495466821,170.2798866705247,137.988259066358,144.67572627314814,114.30373263888889
183,155.99440923996914,172.6577589699074,139.90183304398147,105.78347945601851,136.3890234375,170.1552338927469,138.08620563271606,144.68255304783952,114.27869936342593
184,155.97619212962962,172.84762201003088,139.90794801311728,105.77291666666666,136.3596479552469,170.26677758487654,138.05832561728394,144.6958810763889,114.30830488040124
185,155.9827869405864,172.86835792824073,140.16581741898148,105.75073013117284,136.393722029321,170.2845698302469,137.97693817515432,144.70072579089506,114.28066358024691
186,156.06652922453705,173.20997347608025,139.92772521219135,105.7308203125,136.38427758487654,170.16579716435186,137.95042148919754,144.7116087962963,114.24372058256174
187,156.0133063271605,171.4999252507716,139.9992679398148,105.85200327932098,136.38812789351852,170.3092621527778,138.0563638117284,144.7241300154321,114.29069058641976
188,155.99508777006173,171.4948861882716,140.1457354359568,105.81370225694444,136.37662374614197,170.18385368441358,138.0491584683642,144.7387254050926,114.29166811342593
