VideoId,Segment,Number of cluster(K),Number of similar users,Similar users
V2,50,4,15,1-2-3-8-10-11-13-14-21-23-24-25-26-28-31
V2,51,4,16,1-2-3-8-9-10-11-14-16-20-21-23-24-26-28-31
V2,52,4,15,2-3-5-8-9-10-14-16-20-21-23-24-26-28-31
V2,53,4,15,2-3-5-8-9-10-14-17-20-21-23-24-26-28-31
V2,54,4,13,2-5-8-10-14-17-20-21-23-24-26-28-31
V2,55,4,11,2-5-8-13-14-16-17-21-24-28-29
V2,56,4,11,2-5-8-13-14-16-17-21-27-28-29
V2,57,4,12,1-3-10-15-18-19-20-21-26-28-29-31
V2,58,4,12,2-3-5-7-10-14-15-16-17-20-22-27
V2,59,4,13,2-5-7-10-11-14-15-16-17-18-22-25-31
V2,60,4,11,3-5-7-14-15-16-18-20-24-28-32
V3,1,4,15,1-2-4-6-7-8-9-11-15-19-21-22-23-25-30
V3,2,4,12,5-7-8-15-20-21-23-24-25-26-31-32
V3,3,4,13,4-5-6-7-8-14-17-18-20-23-24-28-29
V3,4,4,13,1-4-5-7-8-10-12-17-23-25-27-28-30
V3,5,4,19,1-2-4-6-7-9-10-14-17-18-20-21-22-23-24-27-28-29-30
V3,6,4,19,1-4-6-7-9-10-13-14-16-17-18-20-21-22-23-24-25-29-30
V3,7,4,21,1-2-4-6-9-12-13-14-16-17-18-19-20-21-22-24-25-28-29-30-31
V3,8,4,12,8-9-13-16-17-19-21-24-25-29-30-31
V3,9,4,14,1-2-7-8-11-12-13-14-20-21-22-23-25-29
V3,10,4,11,3-7-10-14-16-20-21-22-25-27-29
V3,11,4,16,2-3-7-9-10-11-12-14-20-21-22-23-25-27-29-30
V3,12,4,13,1-4-6-8-9-13-15-16-21-22-26-29-31
V3,13,4,16,1-4-5-6-8-10-12-13-14-16-22-23-26-29-30-31
V3,14,4,15,1-3-4-5-8-10-12-14-22-23-26-29-30-31-32
V3,15,4,15,1-3-4-5-10-12-14-15-19-22-26-29-30-31-32
V3,16,4,13,1-3-4-7-10-14-15-16-22-26-29-31-32
V3,17,4,14,1-4-5-7-10-11-12-14-16-22-26-29-31-32
V3,18,4,13,2-6-9-12-13-14-15-16-20-21-25-27-28
V3,19,4,11,2-5-6-14-15-16-20-21-25-27-28
V3,20,4,12,5-8-14-15-16-19-20-21-24-25-27-28
V3,21,4,14,3-4-5-8-11-14-15-20-21-25-27-28-29-31
V3,22,4,14,2-6-7-9-10-13-16-17-18-19-23-26-27-31
V3,23,4,11,4-8-11-14-15-20-21-25-28-29-30
V3,24,4,11,4-11-14-19-20-21-24-25-28-29-30
V3,25,4,21,1-2-5-6-8-9-13-15-16-17-18-19-20-21-22-23-25-26-27-28-31
V3,26,4,17,1-6-8-9-13-15-16-17-19-20-21-22-23-25-26-27-31
V3,27,4,14,1-5-6-7-9-12-13-18-20-23-25-26-27-29
V3,28,4,15,1-5-6-7-9-11-17-18-23-25-26-27-28-29-31
V3,29,4,13,4-5-11-12-19-20-21-25-27-28-29-30-31
V3,30,4,14,1-3-4-6-7-9-11-15-16-17-18-19-25-26
V3,31,4,14,1-2-4-6-7-8-9-11-15-16-17-18-26-27
V3,32,4,17,2-3-5-10-11-12-13-14-16-19-21-22-23-24-29-30-32
V3,33,4,16,3-5-7-8-9-10-11-12-13-14-16-21-23-24-28-30
V3,34,4,15,2-5-7-8-9-10-12-13-14-16-18-21-23-24-30
V3,35,4,14,2-4-5-6-8-10-11-12-13-14-15-17-23-30
V3,36,4,17,1-3-4-5-11-13-16-20-21-22-25-26-28-29-30-31-32
V3,37,4,22,1-2-5-6-8-11-12-13-15-16-20-21-22-23-24-25-26-28-29-30-31-32
V3,38,4,15,8-9-11-13-15-16-20-21-22-23-24-26-29-30-31
V3,39,4,19,2-3-5-8-10-11-13-16-17-20-21-22-23-24-25-26-27-29-31
V3,40,4,24,2-3-5-6-7-8-9-10-11-12-13-14-16-17-20-21-22-23-24-25-26-27-29-31
V3,41,4,23,2-3-6-7-8-9-11-12-13-14-15-16-17-20-21-22-23-24-25-26-27-29-31
V3,42,4,16,2-3-5-6-7-9-11-13-14-15-18-22-23-25-26-29
V3,43,4,17,1-2-4-5-7-9-12-13-14-15-16-19-22-25-26-29-30
V3,44,4,17,1-2-4-5-9-12-13-14-15-16-21-22-23-25-26-29-32
V3,45,4,16,1-3-5-7-9-13-14-15-16-22-23-25-26-27-29-32
V3,46,4,15,1-2-5-12-13-14-18-20-22-24-25-26-29-30-32
V3,47,4,21,1-3-4-5-10-12-13-14-17-18-20-21-22-23-24-25-26-27-29-30-32
V3,48,4,13,3-10-11-12-13-14-17-24-25-26-27-29-32
V3,49,4,13,2-3-4-5-10-11-12-14-21-25-26-27-29
V3,50,4,18,1-3-4-5-6-9-10-11-12-13-14-20-21-22-23-26-30-32
V3,51,4,16,1-3-4-5-6-9-10-12-17-20-21-22-23-27-29-32
V3,52,4,15,3-5-6-9-10-11-12-13-17-20-21-22-23-27-32
V3,53,4,11,5-8-12-13-15-18-19-24-25-28-30
V3,54,4,14,1-2-4-11-12-13-16-17-21-22-24-25-27-29
V3,55,4,15,1-2-6-7-11-13-14-21-22-23-25-26-27-29-30
V3,56,4,14,2-4-5-12-13-16-17-21-22-25-27-28-31-32
V3,57,4,14,1-7-11-13-14-19-20-21-22-23-25-28-30-31
V3,58,4,15,1-2-4-5-11-14-19-20-21-22-23-26-28-29-30
V3,59,4,16,1-2-3-5-6-9-10-12-13-15-19-20-21-23-26-31
V3,60,4,14,2-3-5-6-9-10-12-13-15-19-20-21-23-31
V4,1,4,14,1-4-6-7-8-9-11-13-15-16-18-25-30-32
V4,2,4,12,1-4-6-8-9-11-13-15-16-19-25-32
V4,3,4,13,1-4-6-7-8-9-15-16-18-19-25-30-32
V4,4,4,14,1-4-6-7-9-11-13-15-16-17-18-19-30-32
V4,5,4,14,1-4-6-7-9-11-13-15-16-18-19-25-30-32
V4,6,4,15,1-3-4-6-7-8-9-11-13-15-16-18-19-22-30
V4,7,4,14,3-4-5-10-14-17-18-20-21-24-26-27-29-32
V4,8,4,25,1-3-4-5-6-8-9-10-13-14-15-16-17-18-19-20-21-22-24-25-26-27-29-30-32
V4,9,4,26,1-2-3-4-5-6-9-10-11-13-14-15-16-17-18-19-20-21-22-24-25-26-27-29-30-32
V4,10,4,14,1-3-10-14-16-18-20-22-23-24-25-26-27-30
V4,11,4,23,1-3-4-6-9-10-14-15-16-17-18-19-20-21-22-23-24-25-26-27-29-30-32
V4,12,4,19,1-3-4-9-10-14-15-16-20-21-22-23-24-25-26-27-29-30-32
V4,13,4,15,1-3-4-9-10-14-16-20-21-24-25-26-27-29-30
V4,14,4,17,1-3-4-9-12-14-16-19-20-21-24-25-26-27-28-29-30
V4,15,4,16,1-3-4-8-9-14-20-21-24-25-26-27-28-29-30-31
V4,16,4,16,1-3-4-8-9-13-20-21-24-25-26-27-28-29-30-31
V4,17,4,19,1-3-4-7-8-9-13-15-20-21-23-24-25-26-27-28-29-30-31
V4,18,4,20,1-2-4-5-7-8-9-13-15-20-21-23-24-25-26-27-28-29-30-31
V4,19,4,16,1-4-5-8-12-13-15-20-21-24-25-26-27-29-30-32
V4,20,4,19,1-2-4-5-8-9-12-13-15-20-21-24-25-26-27-28-29-31-32
V4,21,4,18,2-5-7-8-9-12-13-15-20-21-24-25-26-27-28-29-31-32
V4,22,4,18,2-5-7-8-9-12-13-15-16-20-21-24-26-27-28-29-31-32
V4,23,4,14,5-7-8-9-13-15-16-18-20-21-24-26-27-31
V4,24,4,13,7-8-9-10-13-15-16-18-21-24-26-28-31
V4,25,4,14,1-2-3-7-9-10-13-15-16-18-21-24-26-28
V4,26,4,12,1-2-5-9-10-13-16-17-21-26-27-28
V4,27,4,16,1-2-3-5-10-13-14-16-17-19-21-25-26-27-28-29
V4,28,4,17,1-2-3-5-10-12-14-15-16-17-19-20-21-26-27-28-29
V4,29,4,13,2-5-10-12-13-16-17-21-22-26-27-28-29
V4,30,4,13,2-5-10-12-13-16-17-21-22-26-28-29-31
V4,31,4,19,1-2-3-5-10-12-13-14-16-17-21-22-23-25-26-28-29-31-32
V4,32,4,22,1-2-3-5-7-8-9-10-12-13-14-16-17-18-20-21-22-23-26-28-29-31
V4,33,4,23,1-2-3-5-7-8-10-11-12-13-14-15-16-17-18-20-21-22-23-26-28-29-31
V4,34,4,19,2-3-5-8-10-11-12-13-14-15-16-18-20-21-22-26-28-29-31
V4,35,4,13,2-3-5-8-10-11-12-14-20-26-29-30-31
V4,36,4,14,3-13-15-16-17-18-21-22-23-25-26-27-28-29
V4,37,4,19,3-5-7-8-9-10-13-14-15-16-19-20-21-22-26-27-28-30-31
V4,38,4,15,9-12-13-15-17-18-19-20-21-22-23-25-28-29-31
V4,39,4,17,5-8-9-12-15-17-18-19-20-21-22-24-25-27-28-29-31
V4,40,4,16,5-8-9-12-13-15-17-18-20-22-24-25-27-28-29-31
V4,41,4,15,1-2-3-7-9-10-11-14-16-19-21-23-26-27-30
V4,42,4,15,5-7-13-15-16-17-18-20-21-22-24-25-28-29-31
V4,43,4,17,5-7-9-13-15-16-17-18-19-20-21-22-24-25-28-29-31
V4,44,4,13,7-13-15-16-17-18-19-20-22-25-28-29-31
V4,45,4,12,5-15-16-17-18-19-20-22-25-28-29-31
V4,46,4,12,5-15-16-17-18-19-22-25-28-29-31-32
V4,47,4,15,1-2-3-7-9-10-11-13-14-21-23-24-26-27-30
V4,48,4,15,1-2-3-7-9-10-11-13-14-21-23-24-26-27-30
V4,49,4,15,1-2-3-7-9-10-11-13-14-23-24-26-27-30-32
V4,50,4,15,5-8-13-15-16-17-18-19-20-21-22-25-28-29-31
V4,51,4,16,1-2-3-7-8-9-10-14-21-23-24-26-27-29-30-32
V4,52,4,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,53,4,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,54,4,17,5-11-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,55,4,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,56,4,17,5-11-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,57,4,15,5-12-13-15-16-17-19-20-21-22-24-25-28-29-31
V4,58,4,16,5-11-12-13-15-16-17-18-19-20-21-22-24-25-29-31
V4,59,4,19,5-7-8-11-12-13-15-16-17-18-19-20-21-22-24-25-28-29-31
V4,60,4,18,5-7-8-11-12-13-15-16-17-19-20-21-22-24-25-28-29-31
V5,1,4,12,2-3-5-10-12-14-17-20-26-27-29-31
V5,2,4,12,6-7-11-16-20-23-24-25-26-28-29-31
V5,3,4,12,2-3-4-9-10-11-12-14-27-30-31-32
V5,4,4,16,1-7-8-13-15-16-18-19-21-22-23-25-26-27-29-31
V5,5,4,12,5-6-7-8-13-15-18-19-22-23-25-29
V5,6,4,20,2-4-5-6-8-9-11-13-15-16-17-18-19-21-22-23-24-28-29-32
V5,7,4,14,2-4-5-6-8-14-16-17-20-23-24-28-29-32
V5,8,4,23,2-3-4-5-6-8-13-14-15-16-17-18-19-20-21-22-23-25-27-28-29-31-32
V5,9,4,23,2-3-4-6-8-12-13-14-15-16-17-18-20-21-22-23-25-27-28-29-30-31-32
V5,10,4,24,1-2-3-4-6-7-9-13-14-15-16-17-18-20-21-22-23-25-27-28-29-30-31-32
V5,11,4,25,1-3-4-6-7-9-10-11-13-14-15-16-17-18-21-22-23-25-26-27-28-29-30-31-32
V5,12,4,20,1-2-3-7-8-9-10-12-13-14-15-16-18-21-22-23-26-27-28-30
V5,13,4,26,1-2-4-6-7-8-9-10-12-13-14-15-16-17-18-20-21-22-23-25-26-27-28-29-30-32
V5,14,4,25,1-2-4-6-7-8-9-10-12-13-14-15-16-17-18-20-21-23-25-26-27-28-29-30-32
V5,15,4,14,1-2-4-6-8-9-10-12-13-14-15-17-30-32
V5,16,4,25,1-2-3-4-6-7-9-10-12-13-14-15-16-17-18-21-23-24-25-26-27-29-30-31-32
V5,17,4,21,1-2-3-6-9-12-13-14-15-17-19-21-23-24-25-26-27-28-29-31-32
V5,18,4,22,1-2-3-5-6-8-9-11-12-13-14-16-17-19-21-23-24-26-27-28-31-32
V5,19,4,22,1-2-3-5-6-9-10-11-12-14-16-17-18-19-21-23-24-26-27-28-31-32
V5,20,4,23,1-2-5-6-7-9-11-12-13-14-16-17-18-21-22-23-24-26-27-28-29-31-32
V5,21,4,17,1-5-6-7-9-11-12-14-16-17-18-19-20-27-28-31-32
V5,22,4,17,1-3-5-9-11-12-14-16-17-22-24-25-27-29-30-31-32
V5,23,4,25,1-2-5-7-8-9-11-12-13-14-16-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,24,4,14,1-3-5-8-11-12-17-19-20-21-23-25-30-31
V5,25,4,23,1-2-5-7-8-11-12-13-14-15-16-17-20-21-22-23-25-26-27-28-29-30-31
V5,26,4,20,1-2-3-4-6-7-8-9-13-15-16-17-20-21-23-26-27-28-29-31
V5,27,4,19,1-3-6-7-8-9-11-13-15-16-17-20-21-23-25-26-27-29-31
V5,28,4,19,3-5-6-7-12-13-16-17-20-21-22-23-25-26-27-29-30-31-32
V5,29,4,21,2-3-5-6-8-9-13-14-16-17-20-21-22-23-25-26-27-28-29-30-31
V5,30,4,26,1-3-4-6-8-9-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,31,4,29,1-2-3-4-5-6-8-9-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,32,4,26,2-3-4-6-8-9-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,33,4,27,1-2-3-4-5-6-7-8-9-11-13-14-15-16-17-18-21-22-23-24-25-26-27-28-29-30-31
V5,34,4,24,2-3-4-5-6-9-13-14-15-16-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,35,4,28,1-2-3-4-5-6-7-8-9-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31
V5,36,4,14,2-4-5-6-11-12-14-16-17-20-22-24-26-27
V5,37,4,24,1-3-4-5-7-8-9-11-12-13-14-15-16-18-21-22-23-24-25-26-27-28-29-31
V5,38,4,28,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-21-22-23-24-25-26-27-28-29-30-31
V5,39,4,28,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-31
V5,40,4,30,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,41,4,28,1-2-3-5-6-7-9-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,42,4,28,1-2-3-5-6-7-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31
V5,43,4,26,1-2-3-5-6-9-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,44,4,27,1-2-3-5-6-7-9-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,45,4,25,1-2-3-5-6-9-10-11-12-13-14-15-18-19-21-22-23-24-26-27-28-29-30-31-32
V5,46,4,27,1-2-3-6-7-8-9-10-11-12-13-14-15-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,47,4,26,1-2-3-6-7-8-9-10-11-12-13-14-15-18-19-20-21-22-23-24-25-26-27-30-31-32
V5,48,4,19,1-2-3-5-7-8-9-11-12-13-15-18-19-20-21-23-25-30-31
V5,49,4,16,3-4-5-10-11-12-13-14-17-22-24-26-27-28-31-32
V5,50,4,16,3-4-5-10-11-12-13-14-17-20-22-26-27-28-31-32
V5,51,4,17,2-3-6-8-9-10-11-14-15-18-21-23-25-26-29-30-32
V5,52,4,16,1-2-3-6-9-10-11-14-21-22-25-26-28-29-30-32
V5,53,4,18,1-2-3-5-8-9-10-11-14-21-22-23-25-26-28-29-30-32
V5,54,4,19,1-2-3-5-8-9-10-13-14-15-21-22-23-25-26-27-29-30-32
V5,55,4,21,1-2-3-5-6-7-8-9-10-13-14-15-21-22-23-25-26-27-28-30-32
V5,56,4,17,1-2-3-6-7-8-9-13-15-21-22-23-25-28-30-31-32
V5,57,4,16,2-4-5-10-12-14-17-18-19-20-22-24-26-27-28-32
V5,58,4,22,2-3-4-5-9-10-13-14-15-17-18-19-21-22-23-24-26-27-29-30-31-32
V5,59,4,15,4-5-9-10-14-17-22-24-26-27-28-29-30-31-32
V5,60,4,15,2-3-6-7-9-13-15-16-18-19-21-23-25-26-31
V6,1,4,13,4-7-9-11-13-15-18-19-21-22-23-28-32
V6,2,4,11,1-4-9-10-13-17-18-27-28-29-30
V6,3,4,14,1-4-6-8-9-13-14-15-17-23-25-26-27-30
V6,4,4,20,1-4-6-7-8-9-12-13-14-15-16-17-18-21-24-25-26-27-28-32
V6,5,4,18,1-4-6-7-8-9-10-13-14-15-17-18-22-24-25-26-27-32
V6,6,4,14,1-3-4-6-7-8-9-10-12-13-14-18-20-26
V6,7,4,13,4-6-7-8-12-13-14-15-17-18-26-27-32
V6,8,4,15,4-6-7-8-12-13-14-15-18-19-23-26-27-31-32
V6,9,4,14,1-3-8-9-15-16-17-18-19-20-21-23-29-31
V6,10,4,12,1-3-9-15-16-17-18-20-21-23-27-29
V6,11,4,12,1-3-9-16-17-20-21-23-26-27-29-30
V6,12,4,12,1-6-7-9-10-13-16-21-23-25-26-29
V6,13,4,10,3-8-11-12-15-16-17-18-22-30
V6,14,4,9,3-8-11-12-15-16-17-19-30
V6,15,4,12,2-8-9-13-19-20-22-24-27-28-29-31
V6,16,4,14,5-6-7-8-9-16-18-19-21-22-25-27-31-32
V6,17,4,15,2-5-6-7-8-9-11-15-21-25-27-28-30-31-32
V6,18,4,14,2-5-6-8-11-13-15-20-21-25-28-30-31-32
V6,19,4,17,1-2-3-5-6-12-13-15-18-19-21-25-28-29-30-31-32
V6,20,4,17,2-3-5-6-13-15-16-18-19-21-23-24-28-29-30-31-32
V6,21,4,15,2-5-9-10-15-16-18-19-21-23-24-28-30-31-32
V6,22,4,15,1-2-5-7-9-10-16-18-19-21-23-24-30-31-32
V6,23,4,17,1-2-3-5-7-9-10-16-18-19-21-23-24-27-30-31-32
V6,24,4,21,1-2-3-4-5-7-8-9-10-11-16-19-21-23-24-25-26-27-30-31-32
V6,25,4,20,2-3-4-5-7-8-9-10-11-16-17-21-23-24-25-26-27-30-31-32
V6,26,4,16,2-4-8-9-10-16-17-18-21-22-23-24-27-30-31-32
V6,27,4,19,2-4-8-9-10-11-14-16-17-18-20-21-22-23-27-28-30-31-32
V6,28,4,21,1-2-3-4-8-9-10-11-14-15-16-17-21-22-23-26-27-28-30-31-32
V6,29,4,17,3-4-6-8-9-10-14-15-16-17-21-22-23-27-28-30-31
V6,30,4,19,2-3-4-6-8-9-10-11-14-15-16-17-21-22-23-25-27-30-31
V6,31,4,20,2-3-4-6-7-8-9-10-14-15-16-17-21-22-23-24-25-27-30-31
V6,32,4,19,2-3-6-7-9-10-14-15-16-17-18-21-22-23-24-27-29-30-31
V6,33,4,18,2-3-6-7-9-10-14-15-16-17-18-20-21-22-23-27-30-31
V6,34,4,19,1-2-3-7-10-14-15-16-18-19-20-21-22-23-26-27-29-30-31
V6,35,4,19,1-2-3-6-7-10-12-14-15-16-18-20-21-22-23-26-29-30-31
V6,36,4,17,1-2-3-5-7-10-12-14-16-20-21-22-23-26-29-30-31
V6,37,4,17,1-2-5-10-12-14-16-21-23-24-25-26-27-29-30-31-32
V6,38,4,20,1-2-5-7-10-12-14-16-19-20-21-23-24-25-26-27-29-30-31-32
V6,39,4,18,1-2-3-6-9-10-13-14-15-16-18-20-23-24-28-29-30-32
V6,40,4,19,1-3-9-10-11-13-14-15-16-18-20-23-24-26-27-28-29-31-32
V6,41,4,14,1-3-6-9-10-11-14-15-16-18-23-26-29-32
V6,42,4,21,1-3-6-9-10-11-12-14-16-17-18-22-23-24-25-27-28-29-30-31-32
V6,43,4,19,1-6-9-10-11-14-16-17-18-19-20-22-23-25-26-27-28-29-32
V6,44,4,17,1-6-7-9-10-11-14-16-19-21-23-25-26-27-28-29-32
V6,45,4,21,1-2-3-7-8-9-10-11-13-14-16-19-21-22-25-27-28-29-30-31-32
V6,46,4,15,1-2-9-10-11-14-16-19-21-22-27-28-29-30-32
V6,47,4,16,1-2-9-10-11-14-15-16-21-22-24-27-28-29-30-32
V6,48,4,23,1-2-6-7-9-10-11-12-14-15-16-18-19-21-22-24-25-26-27-28-29-30-32
V6,49,4,20,1-2-3-7-9-10-11-12-14-16-18-19-20-22-24-27-28-29-30-32
V6,50,4,18,1-2-3-7-10-11-12-14-16-18-19-22-25-27-29-30-31-32
V6,51,4,15,1-2-3-7-10-11-12-18-22-25-27-29-30-31-32
V6,52,4,19,1-2-3-7-10-11-12-18-20-21-22-25-26-27-28-29-30-31-32
V6,53,4,21,1-2-3-5-6-7-10-11-12-15-16-17-18-20-21-25-26-27-29-31-32
V6,54,4,22,1-2-3-5-6-7-8-10-12-15-16-17-18-21-23-25-26-27-29-30-31-32
V6,55,4,24,1-2-3-5-6-7-8-10-12-15-16-17-18-20-21-23-25-26-27-28-29-30-31-32
V6,56,4,17,1-2-6-7-10-15-16-18-22-23-24-25-27-29-30-31-32
V6,57,4,19,1-2-3-6-7-10-12-14-15-16-17-21-24-25-26-27-29-31-32
V6,58,4,19,1-3-6-7-8-10-12-14-15-16-17-20-21-22-24-25-26-31-32
V6,59,4,21,1-3-6-7-8-10-12-14-15-16-17-20-21-22-23-25-26-28-29-31-32
V6,60,4,19,1-3-4-6-7-10-11-12-14-16-17-21-22-23-25-26-29-31-32
V7,1,4,13,2-7-13-18-19-20-22-24-25-26-28-29-32
V7,2,4,13,2-3-5-10-12-14-16-17-22-24-26-28-29
V7,3,4,17,2-5-6-7-9-11-16-17-18-19-20-23-24-28-29-30-31
V7,4,4,14,4-6-7-9-13-14-16-17-18-19-20-21-24-30
V7,5,4,10,4-8-9-10-13-14-16-20-24-30
V7,6,4,14,3-5-9-10-12-14-17-20-24-25-27-29-31-32
V7,7,4,18,1-4-5-6-7-9-13-15-16-18-19-20-23-24-26-27-28-30
V7,8,4,24,1-3-4-5-6-7-9-10-12-13-14-15-16-18-20-21-23-24-25-26-27-29-30-31
V7,9,4,17,1-4-6-7-9-13-15-16-18-20-21-22-23-24-25-26-30
V7,10,4,20,1-3-4-6-7-9-12-13-14-15-16-18-20-22-23-24-25-26-29-30
V7,11,4,17,1-3-4-6-7-8-9-10-12-14-16-20-22-24-25-26-30
V7,12,4,15,2-3-4-5-6-11-12-13-15-16-17-18-21-27-29
V7,13,4,14,3-4-5-12-13-15-16-17-18-21-22-23-28-31
V7,14,4,17,3-4-5-6-10-12-13-15-16-17-18-20-21-22-23-28-31
V7,15,4,19,3-4-5-6-7-10-12-13-15-16-17-18-20-21-22-23-28-29-31
V7,16,4,18,3-4-5-6-7-10-12-13-15-16-17-20-21-22-23-28-29-31
V7,17,4,16,3-4-6-7-10-12-14-15-16-17-20-21-22-23-28-31
V7,18,4,11,1-2-3-4-5-7-12-13-16-21-29
V7,19,4,12,2-9-11-18-19-24-25-26-27-29-30-32
V7,20,4,23,1-2-3-5-7-8-9-11-12-13-15-16-18-19-20-22-24-25-26-27-29-30-32
V7,21,4,23,2-3-5-7-8-9-11-12-13-15-16-18-19-20-21-22-23-24-26-27-29-30-32
V7,22,4,14,3-5-6-7-9-15-16-18-19-21-23-24-29-30
V7,23,4,23,1-2-3-5-7-8-9-11-12-13-15-16-20-21-22-23-24-25-26-27-29-30-32
V7,24,4,27,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-20-21-22-23-24-25-26-27-29-30-31-32
V7,25,4,26,1-2-4-5-6-7-9-10-11-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,26,4,27,1-2-4-5-6-7-9-10-11-12-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,27,4,27,1-2-4-5-6-7-9-10-11-12-13-14-15-16-18-20-21-22-23-24-25-26-27-29-30-31-32
V7,28,4,12,2-5-10-11-12-14-17-21-24-26-27-31
V7,29,4,10,4-7-8-13-15-20-23-25-30-31
V7,30,4,14,5-6-10-12-13-17-18-19-21-24-25-27-28-32
V7,31,4,15,1-5-6-9-10-12-13-17-18-21-23-24-25-27-32
V7,32,4,16,2-5-11-12-13-14-16-20-25-26-27-28-29-30-31-32
V7,33,4,16,2-5-9-11-12-13-14-15-16-20-25-26-27-29-30-32
V7,34,4,16,2-3-5-6-8-11-13-14-15-16-20-25-26-27-31-32
V7,35,4,14,2-3-6-11-13-14-15-18-19-25-26-27-31-32
V7,36,4,14,2-3-6-11-14-15-16-17-19-25-26-27-29-31
V7,37,4,14,1-3-5-7-9-13-19-21-22-23-25-28-30-32
V7,38,4,12,2-9-13-15-18-20-21-22-23-25-29-30
V7,39,4,14,4-9-13-15-17-18-21-22-23-25-28-29-30-31
V7,40,4,15,3-4-8-9-11-13-15-17-20-22-23-25-28-30-31
V7,41,4,15,3-4-8-9-11-13-15-17-20-22-23-25-28-30-31
V7,42,4,16,1-4-5-6-7-8-9-12-16-20-22-24-28-29-30-32
V7,43,4,11,1-4-6-7-15-16-18-19-22-28-32
V7,44,4,16,2-3-4-6-8-9-10-11-13-15-17-22-23-25-30-31
V7,45,4,16,1-2-5-7-12-14-16-20-22-24-25-26-27-29-30-32
V7,46,4,14,3-6-10-11-12-15-16-17-18-19-21-23-28-31
V7,47,4,15,1-3-6-8-10-12-13-15-16-18-19-23-24-28-31
V7,48,4,16,1-2-3-6-8-10-11-13-15-16-21-22-23-24-28-31
V7,49,4,15,2-3-6-10-11-13-15-17-19-20-21-22-23-24-31
V7,50,4,11,3-6-8-10-13-17-19-20-23-24-30
V7,51,4,16,2-3-4-6-8-10-13-15-17-18-19-20-22-23-24-30
V7,52,4,15,2-3-4-6-8-10-13-17-18-20-22-23-24-30-31
V7,53,4,12,3-4-5-7-8-11-12-14-16-21-25-29
V7,54,4,13,2-6-10-13-15-16-17-19-23-24-28-30-31
V7,55,4,13,5-7-8-9-11-21-22-25-26-27-29-30-32
V7,56,4,12,7-8-11-12-13-19-20-21-25-29-30-31
V7,57,4,12,7-8-11-12-13-20-21-22-23-25-30-31
V7,58,4,12,5-7-9-11-15-18-20-25-26-27-29-32
V7,59,4,19,1-2-5-7-8-9-10-11-12-15-18-20-21-23-25-26-27-29-32
V7,60,4,12,1-4-5-9-10-11-15-18-26-27-29-32
V8,1,4,16,1-4-6-9-11-13-15-16-18-19-22-23-25-28-29-32
V8,2,4,15,2-6-9-10-12-19-20-22-23-24-25-26-27-29-32
V8,3,4,9,7-9-10-11-20-22-27-29-32
V8,4,4,13,2-6-7-8-9-10-14-24-25-26-27-29-32
V8,5,4,13,1-3-5-7-11-12-13-14-16-17-20-23-28
V8,6,4,14,4-6-8-9-10-18-19-21-22-24-27-29-30-32
V8,7,4,11,6-8-9-10-12-19-26-27-29-30-32
V8,8,4,12,3-4-5-13-14-17-18-20-24-25-28-32
V8,9,4,10,1-6-11-14-18-20-21-25-26-27
V8,10,4,12,1-4-6-8-11-14-18-19-21-25-27-32
V8,11,4,14,1-6-10-11-14-16-18-21-23-25-26-27-28-32
V8,12,4,15,6-7-9-10-11-12-14-16-18-23-26-27-29-30-32
V8,13,4,13,1-2-4-6-9-13-14-15-21-22-23-25-30
V8,14,4,13,1-2-4-6-9-11-13-14-15-21-22-25-30
V8,15,4,12,1-2-4-6-9-10-11-12-14-15-30-32
V8,16,4,16,1-2-4-6-7-8-9-10-11-12-14-15-16-21-30-32
V8,17,4,14,1-2-5-9-10-11-12-15-16-18-26-29-30-32
