VID,FrameID,Color,Texture,Edge
1,0,7.89742,3.333,13.7250651
1,0,7.19683,3.326,13.89495443
1,0,6.94526,3.337,14.09085286
1,0,5.84036,3.335,14.26682943
1,0,5.67412,3.329,14.35537109
1,0,5.76805,3.356,14.46549479
1,0,5.63381,3.348,14.44723307
1,0,6.36334,3.336,14.14785156
1,0,4.77067,3.349,14.04215495
1,0,4.11967,3.332,14.11907552
1,0,4.0196,3.287,14.65087891
1,0,4.11117,3.292,14.76875
1,0,5.27685,3.288,15.15279948
1,0,4.20543,3.287,15.17936198
1,0,3.10752,3.293,15.40569661
1,0,1.94529,3.297,15.23082682
1,0,1.17975,3.286,14.89602865
1,0,1.35917,3.293,14.59166667
1,0,0.93159,3.294,14.80195313
1,0,1.36962,3.308,14.90820313
1,0,0.14667,3.324,15.01223958
1,0,-0.64012,3.316,15.19264323
1,0,-1.2979,3.32,15.46546224
1,0,-2.29087,3.328,15.78863932
1,0,-4.06315,3.353,16.03766276
1,0,-4.3494,3.358,15.77701823
1,0,-3.19401,3.344,15.58001302
1,0,-3.46426,3.325,15.15833333
1,0,-2.98757,3.323,15.31936849
1,0,-2.33623,3.333,15.03160807
1,0,-0.72737,3.307,14.39466146
1,0,1.85926,3.301,14.49703776
1,0,1.92796,3.322,14.63427734
1,0,3.16203,3.332,14.58447266
1,0,0.75571,3.334,14.79475911
1,0,-4.73027,3.287,16.89541016
1,0,-3.68038,3.288,16.89430339
1,0,-3.54082,3.291,16.01608073
1,0,-1.55763,3.293,15.77093099
1,0,1.5666,3.318,15.80800781
1,0,4.64497,3.365,15.05927734
1,0,5.50727,3.368,15.07919922
1,0,5.22619,3.384,15.2811849
1,0,5.15167,3.369,16.08248698
1,0,5.28956,3.376,16.08525391
1,0,6.4702,3.345,16.09576823
1,0,2.29418,3.358,16.90924479
1,0,-1.58004,3.361,17.63141276
1,0,-4.27503,3.324,18.20914714
1,0,-3.58668,3.317,16.82014974
1,0,-5.14567,3.268,17.23020833
1,0,-3.25049,3.294,17.12340495
1,0,-0.76145,3.295,17.15107422
1,0,0.81967,3.314,17.28997396
1,0,1.71637,3.343,16.86442057
1,0,-1.62034,3.348,17.44879557
1,0,-1.56047,3.34,17.79134115
1,0,-2.15038,3.345,17.59544271
1,0,-1.84262,3.355,17.19866536
1,0,-0.40812,3.383,16.99280599
1,0,0.80875,3.396,17.35527344
1,0,1.84152,3.407,17.5655599
1,0,2.2605,3.408,17.71165365
1,0,2.68527,3.411,17.58658854
1,0,3.0917,3.431,18.02486979
1,0,2.69147,3.425,18.52291667
1,0,5.27957,3.435,17.40895182
1,0,4.73511,3.423,16.6546875
1,0,4.61954,3.405,16.25292969
1,0,5.7373,3.412,16.40345052
1,0,6.52369,3.395,16.56669922
1,0,13.67975,3.389,16.56337891
1,0,11.9422,3.388,16.38629557
1,0,9.33779,3.405,16.62480469
1,0,8.38205,3.386,17.33147786
1,0,5.91268,3.378,17.71774089
1,0,6.41289,3.398,18.16266276
1,0,6.24176,3.404,17.99277344
1,0,6.11758,3.395,17.78802083
1,0,2.48907,3.382,17.53789063
1,0,2.53847,3.381,17.04648438
1,0,7.33975,3.422,16.99833984
1,0,8.52632,3.445,17.35859375
1,0,8.43276,3.449,17.2883138
1,0,8.98661,3.455,16.90039063
1,0,12.87217,3.465,16.0625651
1,0,14.18237,3.451,15.7819987
1,0,13.11401,3.436,16.71057943
1,0,10.99463,3.413,17.26451823
1,0,11.91959,3.382,17.4023112
1,0,10.16982,3.374,17.92858073
1,0,1.8843,3.368,18.27001953
1,0,3.07222,3.367,17.95514323
1,0,2.40607,3.36,17.70501302
1,0,2.78477,3.347,17.05091146
1,0,6.59186,3.348,16.36305339
1,0,21.86925,3.431,13.95914714
1,0,22.74677,3.413,13.72008464
1,0,28.51512,3.393,13.68411458
1,0,33.08259,3.337,13.39635417
1,0,33.88788,3.361,13.05270182
1,0,32.09085,3.364,14.29505208
1,0,28.22602,3.398,15.19651693
1,0,26.11476,3.383,14.9508138
1,0,25.67084,3.376,14.71341146
1,0,25.7657,3.399,14.26461589
1,0,21.26416,3.419,15.93971354
1,0,20.80103,3.422,16.18154297
1,0,21.53813,3.419,16.02880859
1,0,23.24819,3.41,15.00338542
1,0,28.91935,3.365,13.6
1,0,31.34567,3.336,12.63046875
1,0,31.83425,3.328,11.78655599
1,0,33.71283,3.304,11.70576172
1,0,30.89833,3.327,12.29401042
1,0,33.4146,3.31,12.75221354
1,0,21.17919,3.34,13.64482422
1,0,19.14781,3.38,16.71279297
1,0,15.32963,3.384,16.54733073
1,0,10.49166,3.382,16.99667969
1,0,10.37632,3.385,16.63974609
1,0,7.76374,3.385,17.35914714
1,0,5.15034,3.38,18.05087891
1,0,4.20694,3.372,17.81513672
1,0,3.57208,3.357,18.05973307
1,0,3.5239,3.351,18.32535807
1,0,-3.81699,3.312,18.60979818
1,0,-3.57897,3.347,18.9578776
1,0,-5.18722,3.367,19.5765625
1,0,-6.36156,3.366,19.21077474
1,0,-6.13813,3.378,19.0757487
1,0,-6.02206,3.405,18.61865234
1,0,-2.13157,3.404,18.79075521
1,0,-0.03321,3.392,18.25175781
1,0,0.78181,3.377,18.46757813
1,0,0.85275,3.37,18.43880208
1,0,1.08649,3.378,18.5633138
1,0,-0.12941,3.386,18.48141276
1,0,-0.74373,3.393,18.9202474
1,0,-1.14229,3.388,19.23069661
1,0,-2.0128,3.366,18.81953125
1,0,-2.46933,3.374,18.11673177
1,0,-1.3391,3.441,18.29713542
1,0,-2.80495,3.447,18.9960612
1,0,-2.20262,3.441,19.06468099
1,0,-1.83176,3.452,19.16816406
1,0,-0.70413,3.463,19.20192057
1,0,-1.81385,3.436,19.19915365
1,0,-2.44289,3.379,18.73763021
1,0,-3.10989,3.347,18.41500651
1,0,-4.76616,3.329,18.39729818
1,0,-5.36529,3.331,18.77470703
1,0,-4.40573,3.324,18.56774089
1,0,-3.09306,3.351,18.17207031
1,0,0.15016,3.421,19.05748698
1,0,1.24875,3.445,18.92910156
1,0,2.28468,3.449,17.88707682
1,0,1.98004,3.432,17.62311198
1,0,2.7187,3.413,17.94794922
1,0,2.47447,3.419,18.58655599
1,0,-0.08672,3.4,18.93684896
1,0,-2.94894,3.388,19.64130859
