VID,FrameID,Color,Texture,Edge
3,0,-42.36655,3.342,25.65992839
3,0,-42.35121,3.342,25.51328125
3,0,-42.35456,3.342,25.52711589
3,0,-42.33596,3.343,25.17682292
3,0,-42.3421,3.344,25.47122396
3,0,-42.32808,3.344,25.65273438
3,0,-42.31461,3.343,26.04342448
3,0,-42.3652,3.342,25.88238932
3,0,-42.3672,3.342,25.64941406
3,0,-42.3619,3.341,25.61510417
3,0,-42.34831,3.341,25.51660156
3,0,-42.35746,3.342,25.53375651
3,0,-42.36064,3.344,25.36663411
3,0,-42.37282,3.344,25.46236979
3,0,-42.372,3.344,25.6023763
3,0,-42.36627,3.344,25.53707682
3,0,-42.33633,3.343,25.62285156
3,0,-42.33667,3.344,25.64443359
3,0,-42.35777,3.345,25.85970052
3,0,-42.35548,3.344,25.75953776
3,0,-42.37114,3.344,25.77613932
3,0,-42.38707,3.344,25.99195964
3,0,-42.39756,3.344,25.99306641
3,0,-42.41404,3.345,26.07330729
3,0,-42.37811,3.346,26.09046224
3,0,-42.36816,3.347,26.02128906
3,0,-42.36801,3.347,26.10097656
3,0,-42.34642,3.347,26.18066406
3,0,-42.33158,3.345,25.88128255
3,0,-42.33436,3.345,25.72080078
3,0,-42.30839,3.345,25.72910156
3,0,-42.31023,3.346,25.87353516
3,0,-42.30568,3.346,25.74847005
3,0,-42.30798,3.346,26.0882487
3,0,-42.32454,3.347,25.93330078
3,0,-42.33514,3.347,25.96318359
3,0,-42.31646,3.347,25.75732422
3,0,-42.31556,3.348,25.69423828
3,0,-42.32857,3.347,26.25205078
3,0,-42.32637,3.346,26.26975911
3,0,-42.35256,3.347,26.17679036
3,0,-42.37305,3.348,25.8491862
3,0,-42.35269,3.347,26.23821615
3,0,-42.32693,3.344,25.83479818
3,0,-42.33921,3.345,25.77005208
3,0,-42.33967,3.345,25.70198568
3,0,-42.34993,3.345,25.95377604
3,0,-42.33584,3.345,25.85748698
3,0,-42.33853,3.344,25.62063802
3,0,-42.34035,3.346,25.59960938
3,0,-42.34248,3.345,25.78997396
3,0,-42.34169,3.348,25.52102865
3,0,-42.35235,3.348,25.68925781
3,0,-42.35194,3.348,25.94436849
3,0,-42.34141,3.348,25.97591146
3,0,-42.35142,3.347,26.12753906
3,0,-42.34943,3.347,25.97480469
3,0,-42.35404,3.346,26.0046875
3,0,-42.36483,3.347,25.64000651
3,0,-42.36882,3.348,25.61731771
3,0,-42.35827,3.348,25.43857422
3,0,-42.36146,3.347,25.40260417
3,0,-42.36645,3.348,25.62119141
3,0,-42.35365,3.349,25.64720052
3,0,-42.34722,3.348,25.5985026
3,0,-42.35739,3.347,26.01796875
3,0,-42.35938,3.347,25.91891276
3,0,-42.34731,3.346,25.86468099
3,0,-42.34011,3.347,25.78499349
3,0,-42.34211,3.347,26.05338542
3,0,-42.33972,3.348,25.61842448
3,0,-42.34354,3.347,25.69147135
3,0,-42.31872,3.346,25.94602865
3,0,-42.30342,3.347,26.23710938
3,0,-42.2934,3.348,25.94104818
3,0,-42.27093,3.345,25.59186198
3,0,-42.2614,3.344,25.65273438
3,0,-42.25908,3.343,25.59518229
3,0,-42.24195,3.343,25.52434896
3,0,-42.24783,3.343,25.55644531
3,0,-42.23685,3.344,25.55146484
3,0,-42.25005,3.345,25.2952474
3,0,-42.27886,3.345,25.71471354
3,0,-42.29774,3.346,25.89733073
3,0,-42.30523,3.346,25.57083333
3,0,-42.29422,3.346,25.40869141
3,0,-42.3148,3.346,25.45738932
3,0,-42.31973,3.347,25.51051432
3,0,-42.32813,3.346,25.72910156
3,0,-42.323,3.345,25.54261068
3,0,-42.34129,3.347,25.62008464
3,0,-42.33914,3.346,25.74404297
3,0,-42.32459,3.346,25.4164388
3,0,-42.32091,3.346,25.37327474
3,0,-42.30282,3.348,25.44521484
3,0,-42.27854,3.347,25.25263672
3,0,-42.28525,3.347,25.4164388
3,0,-42.26297,3.347,25.19287109
3,0,-42.24698,3.346,25.62838542
3,0,-42.23219,3.347,25.49778646
3,0,-42.23027,3.346,25.42197266
3,0,-42.21303,3.346,25.52711589
3,0,-42.19739,3.345,25.66490885
3,0,-42.15404,3.345,25.46679688
3,0,-42.14836,3.345,25.35279948
3,0,-42.12668,3.346,25.65328776
3,0,-42.12146,3.346,25.2609375
3,0,-42.08607,3.344,25.89179688
3,0,-42.04164,3.345,25.70419922
3,0,-42.0323,3.343,25.83867188
3,0,-42.00884,3.342,25.91005859
3,0,-42.00018,3.342,25.62949219
3,0,-42.00056,3.342,25.71194661
3,0,-41.98428,3.342,25.7313151
3,0,-41.98264,3.335,25.20338542
3,0,-41.9782,3.335,25.57692057
3,0,-41.9827,3.337,25.30133464
3,0,-41.97675,3.336,25.41865234
3,0,-41.98618,3.334,25.2648112
3,0,-41.97701,3.334,25.63170573
3,0,-41.98636,3.335,25.75123698
3,0,-41.98224,3.336,25.6781901
3,0,-41.97213,3.337,25.73463542
3,0,-41.98572,3.337,25.43027344
3,0,-41.99596,3.339,25.90341797
3,0,-42.01707,3.34,25.7733724
3,0,-41.98679,3.339,26.13805339
3,0,-41.97997,3.337,25.88460286
3,0,-41.97748,3.337,26.04951172
3,0,-41.97835,3.337,25.92721354
3,0,-42.00727,3.337,26.22548828
3,0,-42.0156,3.338,26.23434245
3,0,-42.02398,3.341,26.30019531
3,0,-42.01953,3.34,25.69755859
3,0,-42.00527,3.341,25.82041016
3,0,-41.97255,3.343,25.77890625
3,0,-41.98553,3.342,25.99472656
3,0,-41.97379,3.34,26.12919922
3,0,-41.9502,3.341,26.16074219
3,0,-41.96345,3.343,26.11204427
3,0,-41.95205,3.343,26.00966797
3,0,-41.95428,3.342,25.95598958
3,0,-41.9437,3.342,25.64388021
3,0,-41.9347,3.341,25.44521484
3,0,-41.93878,3.341,25.71416016
3,0,-41.95372,3.343,25.89345703
3,0,-41.95348,3.343,25.99970703
3,0,-41.96593,3.342,25.92444661
3,0,-41.96079,3.341,25.96152344
3,0,-41.97058,3.343,26.14469401
3,0,-41.97183,3.343,26.1336263
3,0,-41.98552,3.343,26.05338542
3,0,-42.00094,3.343,26.24983724
3,0,-41.99148,3.343,25.91448568
3,0,-42.00347,3.343,26.00136719
3,0,-42.02138,3.344,26.1640625
3,0,-42.03609,3.344,26.1944987
3,0,-42.05362,3.343,26.20224609
3,0,-42.04511,3.344,26.16516927
3,0,-42.04604,3.345,26.18896484
3,0,-42.04846,3.343,26.32675781
3,0,-42.05238,3.344,26.2133138
3,0,-42.06105,3.343,26.37434896
3,0,-42.06884,3.342,26.08382161
3,0,-42.0497,3.342,26.41253255
3,0,-42.06163,3.343,26.50107422
3,0,-42.06557,3.343,25.82483724
3,0,-42.06265,3.341,25.98365885
3,0,-42.04381,3.342,26.26367188
3,0,-42.0348,3.343,26.16074219
3,0,-42.03856,3.343,26.09654948
3,0,-42.04098,3.344,26.30019531
3,0,-42.02718,3.345,26.08492839
3,0,-42.01759,3.347,25.80768229
3,0,-41.99249,3.345,26.06500651
3,0,-41.98055,3.345,26.01354167
3,0,-41.99171,3.345,25.73574219
3,0,-41.99503,3.347,26.00634766
3,0,-41.98646,3.345,25.83092448
3,0,-41.9957,3.345,26.08160807
3,0,-41.98174,3.346,26.32233073
3,0,-41.98199,3.345,26.32177734
3,0,-41.99082,3.346,25.82539063
3,0,-41.99877,3.347,25.97203776
3,0,-42.0069,3.347,26.07939453
3,0,-41.99797,3.348,26.17513021
3,0,-42.0109,3.348,25.75953776
3,0,-41.98777,3.347,26.07939453
3,0,-41.99737,3.348,25.97591146
3,0,-41.98893,3.348,26.01022135
3,0,-42.01922,3.351,26.11425781
3,0,-42.0286,3.351,26.24485677
3,0,-42.04579,3.351,25.92942708
3,0,-42.02829,3.351,26.23323568
3,0,-41.98555,3.353,26.25371094
3,0,-41.99995,3.354,26.28359375
3,0,-42.01405,3.354,26.36106771
3,0,-42.03843,3.353,26.43909505
3,0,-42.06921,3.354,26.25813802
3,0,-42.07756,3.356,26.04563802
3,0,-42.07287,3.356,25.69036458
3,0,-42.10335,3.354,25.99860026
3,0,-42.11478,3.352,26.02294922
3,0,-42.1202,3.352,25.93717448
3,0,-42.14003,3.352,26.40035807
3,0,-42.16293,3.351,26.37379557
3,0,-42.14905,3.351,25.65273438
3,0,-42.13674,3.35,25.84033203
3,0,-42.11983,3.349,25.89567057
3,0,-42.12218,3.349,25.79274089
3,0,-42.11574,3.349,26.10651042
3,0,-42.10956,3.346,25.99527995
3,0,-42.11587,3.346,26.3765625
3,0,-42.12479,3.346,25.74570313
3,0,-42.12241,3.343,25.40260417
3,0,-42.11106,3.345,25.81210938
3,0,-42.10082,3.343,25.63945313
3,0,-42.10088,3.344,25.65660807
3,0,-42.10406,3.345,25.84586589
3,0,-42.0795,3.344,25.6328125
3,0,-42.08364,3.344,25.85472005
3,0,-42.08876,3.346,25.71748047
3,0,-42.09812,3.347,26.05117188
3,0,-42.04783,3.346,26.0085612
3,0,-42.02021,3.347,25.72190755
3,0,-41.99559,3.346,26.10429688
3,0,-42.00256,3.346,26.11757813
3,0,-41.97332,3.346,26.3992513
3,0,-41.98245,3.347,26.03623047
3,0,-41.96885,3.349,25.6516276
3,0,-41.97541,3.347,26.38929036
3,0,-41.98795,3.348,26.54977214
3,0,-41.99395,3.348,26.44130859
3,0,-41.99823,3.347,26.43854167
3,0,-41.99163,3.347,26.58961589
3,0,-42.0328,3.347,26.74954427
3,0,-42.02454,3.349,26.08382161
3,0,-42.05393,3.35,26.19892578
3,0,-42.05231,3.35,26.00634766
3,0,-42.06498,3.351,26.34723307
3,0,-42.07806,3.35,26.68811849
3,0,-42.06061,3.351,26.50439453
3,0,-42.07628,3.341,24.98369141
3,0,-42.09542,3.341,25.04235026
3,0,-42.09064,3.342,25.14195964
3,0,-42.09853,3.342,25.2952474
3,0,-42.10281,3.343,25.32845052
3,0,-42.08692,3.343,25.8110026
3,0,-42.08954,3.344,25.54703776
3,0,-42.09107,3.343,25.47399089
3,0,-42.076,3.347,25.18844401
3,0,-42.08368,3.346,25.51272786
3,0,-42.07242,3.348,25.36829427
3,0,-42.07632,3.348,25.1585612
3,0,-42.04938,3.347,25.53209635
3,0,-42.06754,3.348,25.60957031
3,0,-42.08133,3.35,25.28916016
3,0,-42.09344,3.351,25.0257487
3,0,-42.10145,3.351,25.22164714
3,0,-42.09751,3.353,25.20836589
3,0,-42.07932,3.356,24.87965495
3,0,-42.08322,3.355,25.02851563
3,0,-42.10129,3.357,24.96044922
3,0,-42.10201,3.359,25.05120443
3,0,-42.11376,3.361,24.80882161
3,0,-42.11575,3.361,24.90677083
3,0,-42.11855,3.362,25.03404948
3,0,-42.0924,3.364,25.54095052
3,0,-42.05559,3.364,25.95432943
3,0,-42.03758,3.365,25.66546224
3,0,-42.04474,3.366,25.47897135
3,0,-41.97789,3.366,25.85084635
3,0,-41.96979,3.367,25.76839193
3,0,-41.93691,3.366,25.91780599
3,0,-41.94345,3.363,26.0655599
3,0,-41.9749,3.368,25.71139323
3,0,-42.01369,3.369,25.64775391
3,0,-42.02601,3.369,25.92333984
3,0,-42.03277,3.37,25.80214844
3,0,-42.0689,3.372,25.53375651
3,0,-42.17107,3.373,25.76396484
3,0,-42.19848,3.373,25.76341146
3,0,-42.25369,3.375,25.74514974
3,0,-42.24808,3.375,25.15136719
3,0,-42.28279,3.378,25.66822917
3,0,-42.35247,3.377,25.38821615
3,0,-42.40925,3.378,25.74847005
3,0,-42.48478,3.377,26.08769531
3,0,-42.51341,3.377,25.71471354
3,0,-42.53365,3.373,25.91946615
3,0,-42.56316,3.37,25.5835612
3,0,-42.60311,3.371,25.99638672
3,0,-42.67181,3.368,25.59794922
3,0,-42.72129,3.368,26.32897135
3,0,-42.81594,3.366,25.77447917
3,0,-42.84156,3.366,25.93772786
3,0,-42.88609,3.365,25.62008464
3,0,-42.86412,3.359,25.78333333
3,0,-42.86308,3.357,25.63004557
3,0,-42.91441,3.354,25.50940755
3,0,-42.90354,3.353,25.61510417
3,0,-42.92366,3.35,25.69257813
3,0,-42.97942,3.345,25.55533854
3,0,-42.98933,3.346,25.35888672
3,0,-43.05854,3.34,25.57526042
3,0,-43.08423,3.339,25.33896484
3,0,-43.12897,3.338,24.90013021
3,0,-43.17289,3.334,25.13531901
3,0,-43.1854,3.334,25.1624349
3,0,-43.1935,3.332,24.96432292
3,0,-43.20305,3.332,25.14804688
3,0,-43.22754,3.333,25.10266927
3,0,-43.23281,3.333,25.39817708
3,0,-43.21178,3.334,25.54814453
3,0,-43.21953,3.334,25.3367513
3,0,-43.22112,3.332,25.23603516
3,0,-43.22584,3.333,25.26923828
3,0,-43.21017,3.335,25.28860677
3,0,-43.19914,3.334,25.61455078
3,0,-43.18194,3.339,25.47177734
3,0,-43.16832,3.34,25.54261068
3,0,-43.16772,3.341,25.38932292
3,0,-43.14506,3.344,25.25152995
3,0,-43.14323,3.345,25.40205078
3,0,-43.1414,3.345,25.18789063
3,0,-43.17419,3.346,25.16907552
3,0,-43.21028,3.348,25.12203776
3,0,-43.23931,3.349,25.32236328
3,0,-43.24068,3.352,25.5038737
3,0,-43.19694,3.356,25.63225911
3,0,-43.1687,3.361,25.59684245
3,0,-43.16174,3.371,25.67597656
3,0,-43.23296,3.37,25.79440104
3,0,-43.29525,3.363,26.00302734
3,0,-43.31493,3.357,25.52379557
3,0,-43.28172,3.355,26.00800781
3,0,-43.26353,3.355,26.23489583
3,0,-43.23822,3.354,25.73961589
3,0,-43.24477,3.353,25.85250651
3,0,-43.24893,3.351,25.3898763
3,0,-43.25989,3.349,25.54371745
3,0,-43.25063,3.349,25.31184896
3,0,-43.233,3.35,25.38489583
3,0,-43.19824,3.349,25.53984375
3,0,-43.15466,3.346,25.51383464
3,0,-43.15382,3.347,25.72910156
3,0,-43.12274,3.346,25.87353516
3,0,-43.1195,3.346,25.87464193
3,0,-43.0958,3.345,25.90009766
3,0,-43.0642,3.343,25.74791667
3,0,-43.05049,3.345,25.89954427
3,0,-43.03242,3.343,26.09378255
3,0,-42.99506,3.344,26.60234375
3,0,-42.98396,3.343,26.33284505
3,0,-42.95598,3.342,25.95986328
3,0,-42.94888,3.343,26.16074219
3,0,-42.94311,3.34,26.28082682
3,0,-42.92008,3.342,26.05891927
3,0,-42.91225,3.344,25.43525391
3,0,-42.89589,3.343,25.68649089
3,0,-42.88003,3.343,25.99749349
3,0,-42.89462,3.343,25.63059896
3,0,-42.88004,3.343,25.44466146
3,0,-42.88341,3.342,25.81376953
3,0,-42.88184,3.342,25.85472005
3,0,-42.87326,3.343,25.57692057
3,0,-42.85475,3.341,25.89290365
3,0,-42.85668,3.34,25.75013021
3,0,-42.87008,3.339,25.93994141
3,0,-42.86859,3.337,25.5569987
3,0,-42.78193,3.332,24.90898438
3,0,-42.76052,3.334,25.21666667
3,0,-42.7432,3.333,24.98701172
3,0,-42.71197,3.334,25.20559896
3,0,-42.68493,3.335,25.32789714
3,0,-42.69223,3.335,25.29912109
3,0,-42.70417,3.333,25.10764974
3,0,-42.68867,3.332,25.06282552
3,0,-42.69642,3.333,24.90732422
3,0,-42.71276,3.334,25.45628255
3,0,-42.70784,3.334,25.48450521
3,0,-42.72493,3.334,25.04511719
3,0,-42.73872,3.336,25.38323568
3,0,-42.72745,3.337,25.13974609
3,0,-42.74823,3.337,25.26979167
3,0,-42.74147,3.338,25.51328125
3,0,-42.76431,3.34,25.55201823
3,0,-42.77784,3.341,25.61178385
3,0,-42.78723,3.342,25.96207682
3,0,-42.78686,3.342,25.53098958
3,0,-42.79054,3.342,25.98753255
3,0,-42.80056,3.343,25.64830729
3,0,-42.77569,3.344,25.29358724
3,0,-42.79051,3.344,25.21279297
3,0,-42.80533,3.342,24.90898438
3,0,-42.81111,3.345,25.43968099
3,0,-42.81395,3.345,25.46458333
3,0,-42.85033,3.344,25.67597656
3,0,-42.85951,3.343,25.48616536
3,0,-42.86428,3.343,25.34671224
3,0,-42.88008,3.342,25.51992188
3,0,-42.89115,3.342,25.3749349
3,0,-42.88694,3.342,25.39817708
3,0,-42.85075,3.341,25.36552734
3,0,-42.86637,3.34,25.21445313
3,0,-42.86512,3.34,25.0406901
3,0,-42.84456,3.34,25.39596354
3,0,-42.82918,3.342,25.2039388
3,0,-42.81631,3.341,25.48837891
3,0,-42.83532,3.342,25.17626953
3,0,-42.86887,3.341,25.3367513
3,0,-42.86681,3.341,24.93333333
3,0,-42.87144,3.341,25.46790365
3,0,-42.84825,3.34,25.06614583
3,0,-42.83559,3.338,25.32125651
3,0,-42.83301,3.339,25.60348307
3,0,-42.83562,3.337,25.52766927
3,0,-42.83071,3.337,25.39596354
3,0,-42.81912,3.337,25.26702474
3,0,-42.79995,3.334,25.79495443
3,0,-42.79523,3.333,25.63447266
3,0,-42.78143,3.332,25.24876302
3,0,-42.782,3.332,25.28307292
3,0,-42.76642,3.331,25.43857422
3,0,-42.74189,3.331,25.22994792
3,0,-42.72636,3.331,25.43414714
3,0,-42.73358,3.331,25.28805339
3,0,-42.75316,3.331,24.99309896
3,0,-42.71829,3.332,24.96875
3,0,-42.70362,3.333,25.25872396
3,0,-42.7151,3.334,25.51770833
3,0,-42.71167,3.335,25.37991536
3,0,-42.71073,3.338,25.11650391
3,0,-42.72178,3.339,25.19342448
3,0,-42.72526,3.339,25.42750651
3,0,-42.76112,3.338,25.64222005
3,0,-42.81144,3.338,25.65992839
3,0,-42.84575,3.339,25.68925781
3,0,-42.85903,3.341,25.59130859
3,0,-42.87841,3.341,25.51328125
3,0,-42.88113,3.341,26.00136719
3,0,-42.89281,3.341,25.61897786
3,0,-42.90101,3.343,25.71471354
3,0,-42.91503,3.344,25.93606771
3,0,-42.90879,3.345,25.89788411
3,0,-42.91895,3.344,25.40647786
3,0,-42.91776,3.344,25.37161458
3,0,-42.92407,3.343,25.97591146
3,0,-42.93285,3.345,25.37382813
3,0,-42.91801,3.345,25.43802083
3,0,-42.94504,3.346,25.59075521
3,0,-42.98848,3.346,25.84088542
3,0,-42.97254,3.345,26.10208333
3,0,-42.958,3.344,25.92776693
3,0,-42.95232,3.341,25.75732422
3,0,-42.94405,3.342,25.48671875
3,0,-42.96775,3.341,25.63225911
3,0,-42.98295,3.344,25.74016927
3,0,-42.97966,3.343,25.52822266
3,0,-42.98878,3.342,25.61565755
3,0,-43.00465,3.342,25.48395182
3,0,-42.99841,3.343,25.72744141
3,0,-43.00497,3.342,25.93219401
3,0,-43.01458,3.341,25.80989583
3,0,-42.98164,3.341,25.6781901
3,0,-42.98354,3.342,25.60569661
3,0,-42.9954,3.341,25.64277344
3,0,-42.99144,3.342,25.98642578
3,0,-43.00536,3.342,25.79772135
3,0,-42.97382,3.342,25.70198568
3,0,-42.98347,3.343,25.82760417
3,0,-42.99367,3.344,25.96373698
3,0,-42.99983,3.345,25.90507813
3,0,-42.99192,3.345,25.66269531
3,0,-43.00309,3.346,25.87906901
3,0,-43.00429,3.345,26.18177083
3,0,-43.01818,3.346,26.15465495
3,0,-43.01853,3.346,26.15963542
3,0,-43.02719,3.346,26.11370443
3,0,-43.03995,3.346,26.17845052
3,0,-43.04474,3.346,25.87298177
3,0,-43.0528,3.347,25.8453125
3,0,-43.04405,3.346,25.94658203
3,0,-43.03432,3.344,25.59628906
3,0,-43.02346,3.345,25.41422526
3,0,-43.02761,3.344,25.20172526
3,0,-43.03548,3.344,25.48063151
3,0,-42.99894,3.345,26.06057943
3,0,-42.99615,3.345,25.7921875
3,0,-42.97822,3.346,25.50055339
3,0,-42.99597,3.346,25.62672526
3,0,-43.03454,3.346,25.68040365
3,0,-43.02908,3.345,25.75289714
3,0,-43.05164,3.344,26.0655599
3,0,-43.02543,3.345,25.81542969
3,0,-43.03361,3.343,25.81764323
3,0,-43.03356,3.344,25.60625
3,0,-43.0413,3.346,25.91337891
3,0,-43.15838,3.338,25.1242513
3,0,-43.1529,3.34,25.07057292
3,0,-43.18991,3.341,25.02519531
3,0,-43.20287,3.343,24.86305339
3,0,-43.21854,3.341,24.7866862
3,0,-43.19945,3.342,24.84755859
3,0,-43.18327,3.344,25.09879557
3,0,-43.17153,3.342,24.91230469
3,0,-43.13181,3.343,25.2078125
3,0,-43.1516,3.344,25.24267578
3,0,-43.14023,3.346,25.20947266
3,0,-43.13501,3.346,24.81656901
3,0,-43.13394,3.345,25.07001953
3,0,-43.13488,3.348,24.97981771
3,0,-43.14199,3.35,25.28085938
3,0,-43.17931,3.35,24.98092448
3,0,-43.18449,3.353,25.43802083
3,0,-43.18936,3.354,25.82373047
3,0,-43.21076,3.354,25.40481771
3,0,-43.21487,3.356,25.55091146
3,0,-43.21998,3.355,25.61842448
3,0,-43.2407,3.352,25.61787109
3,0,-43.30539,3.351,25.64996745
3,0,-43.34712,3.351,25.87408854
3,0,-43.37482,3.352,25.82373047
3,0,-43.4057,3.351,25.69257813
3,0,-43.40327,3.35,25.75455729
3,0,-43.41095,3.349,25.79440104
3,0,-43.42003,3.348,25.98808594
3,0,-43.42672,3.351,25.54648438
3,0,-43.42615,3.349,26.0046875
3,0,-43.43502,3.348,25.91891276
3,0,-43.39853,3.349,26.07773438
3,0,-43.41568,3.351,25.96816406
3,0,-43.42057,3.352,25.56363932
3,0,-43.43459,3.352,25.65716146
3,0,-43.403,3.352,26.04674479
3,0,-43.41233,3.351,25.29192708
3,0,-43.44945,3.353,25.62949219
3,0,-43.43581,3.353,25.34394531
3,0,-43.43869,3.353,25.72578125
3,0,-43.46654,3.352,25.55146484
3,0,-43.46345,3.354,25.88072917
3,0,-43.47351,3.351,25.90341797
3,0,-43.48232,3.352,25.56363932
3,0,-43.50257,3.354,25.77945964
3,0,-43.51178,3.354,26.03733724
3,0,-43.51575,3.355,26.34778646
3,0,-43.53587,3.354,26.10872396
3,0,-43.53572,3.357,25.6898112
3,0,-43.55009,3.355,25.77447917
3,0,-43.54347,3.356,25.53984375
3,0,-43.55126,3.355,26.05836589
3,0,-43.56432,3.358,25.68649089
3,0,-43.5794,3.36,25.62949219
3,0,-43.58711,3.359,25.79550781
3,0,-43.57587,3.358,25.95875651
3,0,-43.58987,3.36,26.10208333
3,0,-43.57811,3.359,25.64166667
3,0,-43.58541,3.359,25.94990234
3,0,-43.58187,3.36,25.85638021
3,0,-43.58418,3.359,25.91891276
3,0,-43.57836,3.359,25.94492188
3,0,-43.57734,3.36,26.12643229
3,0,-43.58497,3.36,26.40367839
3,0,-43.6099,3.362,26.19228516
3,0,-43.61551,3.361,26.40423177
3,0,-43.64127,3.362,26.18951823
3,0,-43.66199,3.362,25.50996094
3,0,-43.67968,3.362,26.01077474
3,0,-43.6591,3.363,25.73574219
3,0,-43.66044,3.362,25.82041016
3,0,-43.67596,3.362,25.85139974
3,0,-43.67489,3.363,25.87906901
3,0,-43.67619,3.362,25.72854818
3,0,-43.67631,3.363,25.6781901
3,0,-43.67979,3.362,25.7844401
3,0,-43.68594,3.362,25.80380859
3,0,-43.69231,3.363,26.03401693
3,0,-43.65584,3.362,26.14248047
3,0,-43.65006,3.362,26.06611328
3,0,-43.64347,3.363,26.20445964
3,0,-43.67288,3.364,26.40644531
3,0,-43.6792,3.363,26.54700521
3,0,-43.68774,3.364,26.25481771
3,0,-43.66336,3.365,26.2476237
3,0,-43.63816,3.364,26.22438151
3,0,-43.64455,3.365,25.96263021
3,0,-43.6309,3.367,26.44628906
3,0,-43.63637,3.368,26.39648438
3,0,-43.62837,3.367,25.8945638
3,0,-43.60701,3.366,26.04342448
3,0,-43.58304,3.367,26.20445964
3,0,-43.58823,3.37,26.32620443
3,0,-43.6058,3.371,26.24541016
3,0,-43.61502,3.373,26.53649089
3,0,-43.62126,3.375,26.49000651
3,0,-43.61297,3.376,26.74899089
3,0,-43.59307,3.375,26.26699219
3,0,-43.56858,3.377,26.2514974
3,0,-43.55479,3.378,26.1944987
3,0,-43.54436,3.38,26.14580078
3,0,-43.56286,3.381,26.42470703
3,0,-43.54972,3.38,26.46565755
3,0,-43.54585,3.378,26.615625
3,0,-43.51917,3.376,25.97259115
3,0,-43.51178,3.376,26.47285156
3,0,-43.51263,3.375,26.03789063
3,0,-43.51226,3.375,26.37158203
3,0,-43.48527,3.376,26.72132161
3,0,-43.46879,3.375,26.34778646
3,0,-43.47893,3.376,26.30904948
3,0,-43.48367,3.377,25.76009115
3,0,-43.46985,3.376,26.03235677
3,0,-43.47311,3.376,25.96373698
3,0,-43.44208,3.374,26.09654948
3,0,-43.44319,3.377,26.02184245
3,0,-43.42192,3.375,25.87076823
3,0,-43.42351,3.376,25.69700521
3,0,-43.41033,3.375,25.89733073
3,0,-43.39122,3.377,26.02460938
3,0,-43.38823,3.376,26.36272786
3,0,-43.379,3.375,25.97701823
3,0,-43.34761,3.374,26.07220052
3,0,-43.36523,3.374,26.22161458
3,0,-43.33894,3.374,26.28027344
3,0,-43.34264,3.375,26.31126302
3,0,-43.34698,3.376,26.40035807
3,0,-43.3484,3.367,24.96376953
3,0,-43.35834,3.367,25.43802083
3,0,-43.32977,3.367,25.33564453
3,0,-43.32794,3.368,25.45019531
3,0,-43.3251,3.37,25.44355469
3,0,-43.32103,3.374,25.81432292
3,0,-43.32182,3.375,26.29964193
3,0,-43.32727,3.376,26.08658854
3,0,-43.30677,3.375,26.03567708
3,0,-43.30017,3.375,25.90895182
3,0,-43.29772,3.373,25.40205078
3,0,-43.29223,3.374,25.87685547
3,0,-43.31368,3.374,25.74348958
3,0,-43.27946,3.37,25.7351888
3,0,-43.182,3.364,25.58577474
3,0,-43.09943,3.366,25.23990885
3,0,-43.04819,3.367,24.87135417
3,0,-42.84588,3.366,24.95325521
3,0,-42.80468,3.365,25.14306641
3,0,-42.75545,3.364,25.48007813
3,0,-42.71479,3.371,25.67210286
3,0,-42.7006,3.373,25.83313802
3,0,-42.7296,3.373,25.50553385
3,0,-42.71806,3.375,25.60514323
3,0,-42.79407,3.374,25.69755859
3,0,-42.92347,3.371,25.60957031
3,0,-42.97253,3.371,25.98144531
3,0,-43.1494,3.372,25.79716797
3,0,-43.24251,3.37,25.16630859
3,0,-43.36769,3.364,24.81656901
3,0,-43.45267,3.358,24.69261068
3,0,-43.44924,3.354,24.65498047
3,0,-43.46663,3.355,24.0733724
3,0,-43.45009,3.351,24.29361979
3,0,-43.36609,3.352,24.15250651
3,0,-43.30807,3.353,24.00696615
3,0,-43.28744,3.356,24.36611328
3,0,-43.23157,3.355,23.95771484
3,0,-43.2608,3.359,24.30966797
3,0,-43.3032,3.359,24.7639974
3,0,-43.38658,3.365,25.00914714
3,0,-43.41451,3.366,24.6843099
3,0,-43.59645,3.369,24.69316406
3,0,-43.64917,3.37,24.90013021
3,0,-43.73674,3.372,24.50058594
3,0,-43.81533,3.372,24.44469401
3,0,-43.92664,3.373,24.85973307
3,0,-44.04922,3.375,24.48177083
3,0,-44.06382,3.375,24.93388672
3,0,-44.09485,3.378,24.61790365
3,0,-44.10442,3.379,24.64557292
3,0,-44.11906,3.383,24.29915365
3,0,-44.07559,3.387,24.84645182
3,0,-44.09164,3.387,25.17294922
3,0,-44.07567,3.388,24.81656901
3,0,-44.07801,3.391,25.02464193
3,0,-44.02914,3.389,24.73522135
3,0,-44.00494,3.387,24.54928385
3,0,-44.00709,3.387,25.05175781
3,0,-44.01674,3.386,24.64501953
3,0,-44.00541,3.386,25.36884766
3,0,-43.99502,3.383,25.67486979
3,0,-43.9795,3.383,24.95878906
3,0,-43.99597,3.381,25.04567057
3,0,-44.03547,3.383,25.27864583
3,0,-44.06516,3.385,25.46513672
3,0,-44.13405,3.383,25.19121094
3,0,-44.1919,3.379,25.34007161
3,0,-44.22778,3.377,25.26536458
3,0,-44.25981,3.377,25.60458984
3,0,-44.24647,3.377,25.03404948
3,0,-44.22801,3.376,25.41754557
3,0,-44.19083,3.374,25.07721354
